reviewerID,first_interaction,last_interaction,frequency,monetary,avg_rating,distinct_categories,recency,customer_age_T,r_score,f_score,m_score,rfm_segment,rfm_composite_score,cluster,pca_x,pca_y,pca_z,is_outlier,centroid_distance,clv_pred,p_active,churn_probability,expected_transactions_1y,projected_clv_1y,churn_risk_level,persona,priority_level,marketing_strategy,preferred_channel,discount_incentive
A000199N,2024-10-28,2024-10-28,1,52.75,3.0,1,430,430,1,1,1,111,1.0,1,-3.8978,0.6228,-0.127,False,1.562,27.31,0.599,0.401,0.51,24.82,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000200J,2024-01-06,2025-02-19,11,1105.66,2.909090909090909,11,316,726,1,4,3,143,2.5,0,-0.4698,-1.6816,-0.0171,False,0.763,46.82,0.067,0.933,0.37,34.59,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000201G,2024-01-08,2025-02-21,8,1109.84,4.0,8,314,724,2,3,3,233,2.5999999999999996,0,-0.1291,-0.5169,0.9788,False,0.843,48.25,0.171,0.829,0.69,88.8,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000202D,2025-09-14,2025-12-29,15,1694.55,4.466666666666667,15,3,109,5,5,4,554,4.7,3,1.8067,0.5661,-0.1908,False,0.696,2310.24,0.705,0.295,35.4,3702.49,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000203Q,2024-01-14,2025-09-15,7,857.6,3.4285714285714284,7,108,718,3,2,3,323,2.7,0,-0.4684,-0.5842,0.0142,False,0.56,186.48,0.588,0.412,2.09,237.55,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000204C,2024-07-25,2025-10-19,2,171.66,3.0,2,74,525,3,1,1,311,1.8000000000000003,1,-2.4524,0.359,-0.6974,False,0.9,279.54,0.726,0.274,1.01,80.23,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000205X,2024-01-27,2025-02-06,14,1913.23,3.0714285714285716,14,329,705,1,4,5,145,3.1,0,0.1397,-1.9031,0.1991,False,0.996,63.62,0.05,0.95,0.36,45.86,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000206G,2025-09-19,2025-12-15,18,1928.33,4.611111111111111,18,17,104,4,5,5,455,4.6,3,1.7897,0.148,0.5408,False,0.481,2327.92,0.322,0.678,16.81,1667.43,High,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000207W,2025-09-02,2025-12-29,18,2125.33,4.611111111111111,18,3,121,5,5,5,555,5.0,3,2.1714,0.5054,-0.0297,False,0.789,2692.85,0.702,0.298,36.61,4002.22,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000208W,2024-02-11,2024-11-25,6,1047.65,3.6666666666666665,6,402,690,1,2,3,123,1.9,0,-0.6101,-0.7229,0.7399,False,0.595,27.58,0.168,0.832,0.53,86.45,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000209V,2025-09-10,2025-12-27,25,3810.53,4.52,25,5,113,4,5,5,455,4.6,3,2.6669,-0.1122,0.0985,False,1.069,5586.62,0.652,0.348,34.01,4799.26,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000210A,2024-01-04,2025-12-17,12,1483.32,3.3333333333333335,12,15,728,4,4,4,444,4.0,3,0.6454,-0.67,-0.7416,False,1.45,454.61,0.731,0.269,4.4,503.71,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000211B,2025-06-30,2025-12-31,9,1009.15,3.6666666666666665,9,1,185,5,3,3,533,3.8,2,0.8041,0.5004,-1.2693,False,0.767,1473.41,0.762,0.238,13.52,1403.91,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000212L,2024-01-15,2024-09-08,8,1278.57,2.875,8,480,717,1,3,4,134,2.5,0,-0.7323,-1.7241,0.0984,False,0.855,16.48,0.05,0.95,0.2,30.13,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000213H,2024-02-15,2025-02-05,10,1257.19,3.1,10,330,686,1,3,4,134,2.5,0,-0.3715,-1.5236,0.1791,False,0.529,50.02,0.066,0.934,0.35,40.93,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000214E,2024-01-02,2025-12-24,16,2046.97,4.0,16,8,730,4,5,5,455,4.6,3,1.5536,-0.193,-0.3003,False,0.467,602.53,0.743,0.257,5.94,703.78,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000215U,2024-01-27,2025-03-10,8,1139.35,3.625,8,297,705,2,3,3,233,2.5999999999999996,0,-0.3012,-0.8582,0.6087,False,0.326,57.6,0.183,0.817,0.76,99.95,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000216G,2024-05-14,2025-12-27,10,1154.01,3.9,10,5,597,4,3,3,433,3.4,2,0.8589,0.3125,-0.6153,False,0.766,577.32,0.756,0.244,4.62,494.14,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000217C,2024-04-08,2025-11-26,13,1396.04,3.923076923076923,13,36,633,3,4,4,344,3.6000000000000005,3,0.8069,-0.3659,0.1324,False,0.869,470.49,0.648,0.352,4.85,482.7,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000218T,2024-02-02,2025-03-04,14,2202.2799999999997,2.5,14,303,699,2,4,5,245,3.5,0,-0.0605,-2.4669,-0.3578,False,1.619,88.04,0.05,0.95,0.37,53.24,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000219G,2024-01-03,2025-01-20,7,1044.92,3.0,7,346,729,1,2,3,123,1.9,0,-0.8218,-1.37,0.0694,False,0.676,37.12,0.189,0.811,0.66,91.45,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000220U,2024-01-01,2025-06-15,3,464.13,3.6666666666666665,3,200,731,2,1,2,212,1.7000000000000002,1,-1.445,0.1243,0.3837,False,1.035,80.63,0.633,0.367,0.95,135.74,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000221G,2024-03-24,2025-03-02,10,1161.06,3.2,10,305,648,2,3,3,233,2.5999999999999996,0,-0.3508,-1.3768,0.2377,False,0.371,62.48,0.071,0.929,0.4,43.23,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000222H,2025-08-19,2025-12-07,6,822.6,3.6666666666666665,6,25,135,3,2,2,322,2.4000000000000004,2,-0.1751,0.1077,-0.3248,False,1.036,1301.53,0.577,0.423,9.36,1188.55,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000223L,2025-09-11,2025-12-25,19,2236.17,4.421052631578948,19,7,112,4,5,5,455,4.6,3,1.9973,0.0962,0.0651,False,0.416,2800.16,0.599,0.401,31.22,3401.91,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000224E,2024-02-24,2025-04-13,11,1179.41,4.2727272727272725,11,263,677,2,4,3,243,2.9,0,0.3377,-0.4069,1.1906,False,1.239,78.77,0.098,0.902,0.58,57.75,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000225V,2024-01-08,2025-12-15,14,1740.72,3.7857142857142856,14,17,724,4,4,4,444,4.0,3,1.0835,-0.4342,-0.2538,False,0.768,504.02,0.718,0.282,5.07,583.83,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000226A,2024-02-06,2025-11-26,12,1495.32,4.25,12,36,695,3,4,4,344,3.6000000000000005,3,0.961,-0.0531,0.4365,False,0.712,426.24,0.669,0.331,4.21,486.31,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000227J,2025-02-24,2025-02-24,1,183.08,5.0,1,311,311,2,1,1,211,1.4000000000000001,1,-1.9951,2.02,1.6915,False,2.146,88.32,0.599,0.401,0.7,119.11,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000228E,2024-06-08,2025-12-27,7,373.51,4.714285714285714,7,5,572,4,2,1,421,2.5,2,0.3213,1.7225,0.0546,False,1.181,437.34,0.76,0.24,3.39,167.66,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000229E,2024-02-11,2024-12-05,2,184.41,2.5,2,392,690,1,1,1,111,1.0,1,-3.0288,-0.5706,-0.5256,False,1.475,20.44,0.572,0.428,0.61,51.69,Medium,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000230T,2024-02-25,2025-01-26,8,967.81,2.625,8,340,676,1,3,3,133,2.1999999999999997,0,-0.9654,-1.7435,-0.2836,False,1.154,42.26,0.117,0.883,0.51,56.72,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000231J,2024-05-06,2025-02-04,10,1270.68,3.9,10,331,605,1,3,4,134,2.5,0,0.0617,-0.7934,0.9283,False,0.74,60.47,0.05,0.95,0.3,35.49,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000232F,2025-06-25,2025-11-27,8,743.66,3.875,8,35,190,3,3,2,332,2.7,2,0.0186,0.1149,0.0069,False,1.138,1022.78,0.505,0.495,7.77,668.36,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000233D,2025-08-05,2025-12-31,5,274.71999999999997,4.2,5,1,149,5,2,1,521,2.9,2,-0.1548,1.8339,-0.8863,False,1.095,1172.77,0.764,0.236,9.35,475.89,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000234X,2025-07-17,2025-12-31,9,1264.85,3.888888888888889,9,1,168,5,3,4,534,4.1,2,1.0631,0.608,-1.0482,False,0.801,1717.65,0.761,0.239,14.88,1935.87,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000235A,2024-05-12,2025-12-11,10,1099.33,3.6,10,21,599,4,3,3,433,3.4,2,0.391,-0.2872,-0.4006,False,1.219,501.24,0.715,0.285,4.36,443.45,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000236E,2024-01-05,2025-02-08,13,1859.52,3.3076923076923075,13,327,727,1,4,5,145,3.1,0,0.1905,-1.6333,0.4108,False,0.792,60.01,0.05,0.95,0.33,43.22,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000237A,2024-01-17,2025-12-23,10,1153.56,3.8,10,9,715,4,3,3,433,3.4,2,0.6961,0.0852,-0.513,False,0.895,425.09,0.75,0.25,3.83,409.02,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000238M,2025-09-03,2025-12-26,24,2550.26,4.541666666666667,24,6,120,4,5,5,455,4.6,3,2.3624,0.0609,0.1508,False,0.764,3130.87,0.626,0.374,32.63,3210.61,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000239H,2024-01-11,2024-10-15,6,544.4300000000001,2.8333333333333335,6,443,721,1,2,2,122,1.6,0,-1.4824,-1.2347,-0.0407,False,1.253,15.38,0.148,0.852,0.45,37.81,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000240U,2024-03-27,2025-12-01,11,1428.56,3.909090909090909,11,31,645,3,4,4,344,3.6000000000000005,3,0.7132,-0.2635,0.0538,False,0.926,483.66,0.685,0.315,4.26,512.78,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000241L,2025-03-14,2025-03-14,1,20.63,1.0,1,293,293,2,1,1,211,1.4000000000000001,1,-5.4504,-0.7245,-2.1966,False,4.093,97.29,0.599,0.401,0.75,14.25,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000242A,2025-11-26,2025-11-26,1,193.22,4.0,1,36,36,3,1,1,311,1.8000000000000003,1,-2.0405,1.6432,-0.0565,False,1.17,1168.98,0.599,0.401,6.07,1085.97,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000243F,2024-10-04,2025-12-04,3,428.21999999999997,3.0,3,28,454,3,1,2,312,2.1,1,-1.4375,0.0594,-0.9858,False,1.568,509.73,0.741,0.259,1.79,236.26,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000244J,2024-06-01,2025-12-29,11,1299.07,4.0,11,3,579,5,4,4,544,4.4,2,1.1467,0.4124,-0.6638,False,0.917,649.34,0.76,0.24,5.27,576.52,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000245B,2025-09-05,2025-12-27,27,3554.73,4.2592592592592595,27,5,118,4,5,5,455,4.6,3,2.5477,-0.3637,-0.1439,False,1.044,4898.25,0.652,0.348,34.01,4145.45,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000246E,2025-09-10,2025-09-10,1,180.54,2.0,1,113,113,2,1,1,211,1.4000000000000001,1,-3.3909,-0.4652,-1.4979,False,2.208,564.71,0.599,0.401,1.93,323.27,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000247Z,2025-10-30,2025-12-31,4,339.61,4.5,4,1,63,5,2,1,521,2.9,2,-0.0188,2.1216,-0.6067,False,1.313,1482.54,0.759,0.241,17.6,1383.44,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000248P,2024-08-04,2024-08-04,1,109.39,4.0,1,515,515,1,1,1,111,1.0,1,-2.9546,1.1862,0.9194,False,1.142,12.62,0.599,0.401,0.42,42.98,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
